id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
19727,KEED,medium_airport,Needles Airport,34.7663002014,-114.623001099,983,NA,US,US-CA,Needles,no,KEED,EED,EED,http://cms.sbcounty.gov/airports/Airports/Needles.aspx,http://en.wikipedia.org/wiki/Needles_Airport,Needles AAF
3656,KLSV,medium_airport,Nellis Air Force Base,36.2361984253,-115.033996582,1870,NA,US,US-NV,Las Vegas,no,KLSV,LSV,LSV,http://www.nellis.af.mil/,http://en.wikipedia.org/wiki/Nellis_Air_Force_Base,"McCarran Field, Las Vegas AAF, Las Vegas AFB"
5390,PANN,medium_airport,Nenana Municipal Airport,64.54730224609375,-149.07400512695312,362,NA,US,US-AK,Nenana,no,PANN,ENN,ENN,,http://en.wikipedia.org/wiki/Nenana_Municipal_Airport,
3519,KEWB,medium_airport,New Bedford Regional Airport,41.67610168457031,-70.95690155029297,80,NA,US,US-MA,New Bedford,yes,KEWB,EWB,EWB,,http://en.wikipedia.org/wiki/New_Bedford_Regional_Airport,
3608,KILG,medium_airport,New Castle Airport,39.67869949,-75.60649872,80,NA,US,US-DE,Wilmington,yes,KILG,ILG,ILG,,http://en.wikipedia.org/wiki/New_Castle_Airport,
3720,KNBG,medium_airport,New Orleans NAS JRB/Alvin Callender Field,29.82530022,-90.03500366,2,NA,US,US-LA,New Orleans,no,KNBG,NBG,NBG,,http://en.wikipedia.org/wiki/Naval_Air_Station_Joint_Reserve_Base_New_Orleans,
20944,KRNH,medium_airport,New Richmond Regional Airport,45.14830017,-92.5381012,998,NA,US,US-WI,New Richmond,no,KRNH,,RNH,,,
3721,KNCA,medium_airport,New River MCAS /H/ /Mccutcheon Fld/ Airport,34.70840073,-77.43969727,26,NA,US,US-NC,Jacksonville,no,KNCA,,NCA,,,New River MCAS
20752,KONP,medium_airport,Newport Municipal Airport,44.58039855957031,-124.05799865722656,160,NA,US,US-OR,Newport,no,KONP,,ONP,,,
3603,KIAG,medium_airport,Niagara Falls International Airport,43.1072998046875,-78.94619750976562,589,NA,US,US-NY,Niagara Falls,no,KIAG,IAG,IAG,,http://en.wikipedia.org/wiki/Niagara_Falls_International_Airport,
5423,PAWN,medium_airport,Noatak Airport,67.56610107421875,-162.97500610351562,88,NA,US,US-AK,Noatak,no,PAWN,WTK,WTK,,,
20741,KOLS,medium_airport,Nogales International Airport,31.417699813842773,-110.8479995727539,3955,NA,US,US-AZ,Nogales,no,KOLS,,OLS,,,
5393,PAOM,medium_airport,Nome Airport,64.51219940185547,-165.44500732421875,37,NA,US,US-AK,Nome,yes,PAOM,OME,OME,,http://en.wikipedia.org/wiki/Nome_Airport,
3727,KNGU,medium_airport,Norfolk Ns (Chambers Fld) Airport,36.93759918,-76.28929901,17,NA,US,US-VA,Norfolk,no,KNGU,,NGU,,,
3453,KCKB,medium_airport,North Central West Virginia Airport,39.2966003418,-80.2281036377,1217,NA,US,US-WV,Clarksburg,yes,KCKB,CKB,CKB,,http://en.wikipedia.org/wiki/Harrison/Marion_Regional_Airport,
3743,KNZY,medium_airport,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,26,NA,US,US-CA,San Diego,no,KNZY,NZY,NZY,,http://en.wikipedia.org/wiki/Naval_Air_Station_North_Island,
21321,KVGT,medium_airport,North Las Vegas Airport,36.21070098877,-115.19400024414,2205,NA,US,US-NV,Las Vegas,no,KVGT,VGT,VGT,http://www.vgt.aero/index.html,http://en.wikipedia.org/wiki/North_Las_Vegas_Airport,"Northtown Airport, Las Vegas North Air Terminal"
3635,KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,NA,US,US-NE,North Platte,yes,KLBF,LBF,LBF,,http://en.wikipedia.org/wiki/North_Platte_Regional_Airport,
19470,KCCY,medium_airport,Northeast Iowa Regional Airport,43.0726013184,-92.6108016968,1125,NA,US,US-IA,Charles City,no,KCCY,CCY,CCY,,http://en.wikipedia.org/wiki/Northeast_Iowa_Regional_Airport,Charles City Municipal Airport
20850,KPNE,medium_airport,Northeast Philadelphia Airport,40.081902,-75.010597,120,NA,US,US-PA,Philadelphia,yes,KPNE,PNE,PNE,http://www.phl.org/pne/pne.html,http://en.wikipedia.org/wiki/Northeast_Philadelphia_Airport,
3787,KPQI,medium_airport,Northern Maine Regional Airport at Presque Isle,46.68899918,-68.0447998,534,NA,US,US-ME,Presque Isle,yes,KPQI,PQI,PQI,,http://en.wikipedia.org/wiki/Northern_Maine_Regional_Airport_at_Presque_Isle,
5394,PAOR,medium_airport,Northway Airport,62.9612999,-141.9290009,1715,NA,US,US-AK,Northway,no,PAOR,ORT,ORT,,http://en.wikipedia.org/wiki/Northway_Airport,
3706,KMSL,medium_airport,Northwest Alabama Regional Airport,34.74530029,-87.61019897,551,NA,US,US-AL,Muscle Shoals,yes,KMSL,MSL,MSL,,http://en.wikipedia.org/wiki/Northwest_Alabama_Regional_Airport,
21410,KXNA,medium_airport,Northwest Arkansas Regional Airport,36.281898,-94.306801,1287,NA,US,US-AR,Fayetteville/Springdale,yes,KXNA,XNA,XNA,http://www.flyxna.com/,https://en.wikipedia.org/wiki/Northwest_Arkansas_Regional_Airport,"Bentonville, Rogers"
46530,KECP,medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,NA,US,US-FL,Panama City Beach,yes,KECP,ECP,ECP,http://iflybeaches.com,http://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport,Northwest Florida Beaches International Airport
20777,KOWD,medium_airport,Norwood Memorial Airport,42.1904983521,-71.1728973389,49,NA,US,US-MA,Norwood,no,KOWD,OWD,OWD,http://www.ci.norwood.ma.us/Airport/Default.htm,http://en.wikipedia.org/wiki/Norwood_Memorial_Airport,
5401,PAQT,medium_airport,Nuiqsut Airport,70.2099990845,-151.005996704,38,NA,US,US-AK,Nuiqsut,no,PAQT,NUI,AQT,,http://en.wikipedia.org/wiki/Nuiqsut_Airport,
3793,KPTK,medium_airport,Oakland County International Airport,42.665500640869,-83.420097351074,980,NA,US,US-MI,Pontiac,no,KPTK,PTK,PTK,https://www.oakgov.com/aviation/ocia,http://en.wikipedia.org/wiki/Oakland_County_International_Airport,"Pontiac Municipal Airport, Oakland-Pontiac Airport"
3740,KNTU,medium_airport,Oceana NAS,36.8207016,-76.03350067,23,NA,US,US-VA,Virginia Beach,no,KNTU,,NTU,,,Apollo Soucek Field
3745,KOFF,medium_airport,Offutt Air Force Base,41.118301391602,-95.912498474121,1052,NA,US,US-NE,Omaha,no,KOFF,OFF,OFF,http://www.offutt.af.mil/,http://en.wikipedia.org/wiki/Offutt_Air_Force_Base,
3746,KOGD,medium_airport,Ogden Hinckley Airport,41.195899963379,-112.0120010376,4473,NA,US,US-UT,Ogden,yes,KOGD,OGD,OGD,http://flyogden.com/,http://en.wikipedia.org/wiki/Ogden-Hinckley_Airport,
3758,KOSU,medium_airport,Ohio State University Airport,40.0797996521,-83.072998046875,905,NA,US,US-OH,Columbus,no,KOSU,OSU,OSU,,http://en.wikipedia.org/wiki/Ohio_State_University_Airport,
3749,KOLM,medium_airport,Olympia Regional Airport,46.9693985,-122.9029999,209,NA,US,US-WA,Olympia,no,KOLM,OLM,OLM,,http://en.wikipedia.org/wiki/Olympia_Airport,
